channel,dataset,effective_timestep,frequency_bin,selective_variance,soft_mask,uniform_variance
16,three_w,2.133561849594116,30,0.01002930011600256,0.716609537601471,0.018535256385803223
16,three_w,2.113067865371704,31,0.009901151061058044,0.721733033657074,0.018535256385803223
16,three_w,2.181300640106201,32,0.01032771822065115,0.7046748399734497,0.018535256385803223
17,three_w,1.936842679977417,0,0.0,0.7657893300056458,0.0
17,three_w,3.7657320499420166,1,0.021426217630505562,0.30856698751449585,0.018535256385803223
17,three_w,3.6678988933563232,2,0.02066219225525856,0.3330252766609192,0.018535256385803223
17,three_w,3.7239036560058594,3,0.02109948731958866,0.31902408599853516,0.018535256385803223
17,three_w,3.8300256729125977,4,0.02192833460867405,0.292493611574173,0.018535256385803223
17,three_w,3.7933149337768555,5,0.02164163812994957,0.30167123675346375,0.018535256385803223
17,three_w,3.831604480743408,6,0.021940652281045914,0.29209887981414795,0.018535256385803223
17,three_w,3.837961196899414,7,0.021990321576595306,0.2905097007751465,0.018535256385803223
17,three_w,3.8270103931427,8,0.02190474048256874,0.29324740171432495,0.018535256385803223
17,three_w,3.8395323753356934,9,0.02200259082019329,0.29011690616607666,0.018535256385803223
17,three_w,3.8232102394104004,10,0.021875087171792984,0.2941974103450775,0.018535256385803223
17,three_w,3.824619770050049,11,0.02188611403107643,0.2938450574874878,0.018535256385803223
17,three_w,3.8396263122558594,12,0.022003285586833954,0.29009345173835754,0.018535256385803223
17,three_w,3.842832088470459,13,0.022028319537639618,0.28929194808006287,0.018535256385803223
17,three_w,3.8440651893615723,14,0.02203800529241562,0.28898367285728455,0.018535256385803223
17,three_w,3.829749822616577,15,0.02192619815468788,0.2925625443458557,0.018535256385803223
17,three_w,3.825092315673828,16,0.021889789029955864,0.29372692108154297,0.018535256385803223
17,three_w,3.8254528045654297,17,0.021892620250582695,0.2936367690563202,0.018535256385803223
17,three_w,3.8499577045440674,18,0.02208399958908558,0.28751057386398315,0.018535256385803223
17,three_w,3.8483901023864746,19,0.022071732208132744,0.28790244460105896,0.018535256385803223
17,three_w,3.846510887145996,20,0.022057129070162773,0.288372278213501,0.018535256385803223
17,three_w,3.8485617637634277,21,0.02207312174141407,0.28785958886146545,0.018535256385803223
17,three_w,3.835264205932617,22,0.0219692625105381,0.2911839485168457,0.018535256385803223
17,three_w,3.8418760299682617,23,0.022020919248461723,0.2895309627056122,0.018535256385803223
17,three_w,3.836940050125122,24,0.021982375532388687,0.2907649874687195,0.018535256385803223
17,three_w,3.8482630252838135,25,0.022070787847042084,0.28793424367904663,0.018535256385803223
17,three_w,3.8437726497650146,26,0.022035721689462662,0.28905683755874634,0.018535256385803223
17,three_w,3.8522729873657227,27,0.022102080285549164,0.28693175315856934,0.018535256385803223
17,three_w,3.8404541015625,28,0.022009793668985367,0.2898865044116974,0.018535256385803223
17,three_w,3.842740535736084,29,0.022027624770998955,0.2893148958683014,0.018535256385803223
17,three_w,3.8466436862945557,30,0.022058121860027313,0.2883390784263611,0.018535256385803223
17,three_w,3.8434267044067383,31,0.02203298918902874,0.2891433537006378,0.018535256385803223
17,three_w,3.84852933883667,32,0.022072874009609222,0.28786763548851013,0.018535256385803223
18,three_w,3.896522283554077,0,0.0,0.2758694291114807,0.0
18,three_w,3.805375099182129,1,0.021735861897468567,0.2986561954021454,0.018535256385803223
18,three_w,3.7019429206848145,2,0.020928027108311653,0.3245142698287964,0.018535256385803223
18,three_w,3.6080198287963867,3,0.02019449695944786,0.34799501299858093,0.018535256385803223
18,three_w,3.5941829681396484,4,0.020086415112018585,0.3514542877674103,0.018535256385803223
18,three_w,3.5741522312164307,5,0.019930003210902214,0.35646194219589233,0.018535256385803223
18,three_w,3.560885190963745,6,0.019826341420412064,0.3597787022590637,0.018535256385803223
18,three_w,3.5717122554779053,7,0.01991098001599312,0.3570719361305237,0.018535256385803223
18,three_w,3.5693702697753906,8,0.019892651587724686,0.35765743255615234,0.018535256385803223
18,three_w,3.550568103790283,9,0.019745826721191406,0.3623579442501068,0.018535256385803223
18,three_w,3.5575990676879883,10,0.019800713285803795,0.36060020327568054,0.018535256385803223
18,three_w,3.555899143218994,11,0.01978745125234127,0.36102521419525146,0.018535256385803223
18,three_w,3.551881790161133,12,0.01975610852241516,0.3620295226573944,0.018535256385803223
18,three_w,3.5537991523742676,13,0.019771059975028038,0.3615502417087555,0.018535256385803223
18,three_w,3.5533719062805176,14,0.019767681136727333,0.361657053232193,0.018535256385803223
18,three_w,3.5537686347961426,15,0.01977081038057804,0.36155784130096436,0.018535256385803223
18,three_w,3.5454537868499756,16,0.019705843180418015,0.3636365532875061,0.018535256385803223
18,three_w,3.547107696533203,17,0.019718807190656662,0.36322304606437683,0.018535256385803223
18,three_w,3.5522098541259766,18,0.019758591428399086,0.36194756627082825,0.018535256385803223
18,three_w,3.5462117195129395,19,0.019711803644895554,0.3634470999240875,0.018535256385803223
18,three_w,3.5496985912323,20,0.019739022478461266,0.36257535219192505,0.018535256385803223
18,three_w,3.549278736114502,21,0.01973574422299862,0.3626803159713745,0.018535256385803223
18,three_w,3.546668767929077,22,0.019715379923582077,0.3633328080177307,0.018535256385803223
18,three_w,3.543846607208252,23,0.019693326205015182,0.364038348197937,0.018535256385803223
18,three_w,3.5443949699401855,24,0.01969759725034237,0.3639012575149536,0.018535256385803223
18,three_w,3.55255126953125,25,0.01976127363741398,0.3618621826171875,0.018535256385803223
18,three_w,3.5464911460876465,26,0.0197139885276556,0.3633772134780884,0.018535256385803223
18,three_w,3.5460071563720703,27,0.01971016451716423,0.3634982109069824,0.018535256385803223
18,three_w,3.545938491821289,28,0.019709616899490356,0.3635154068470001,0.018535256385803223
18,three_w,3.541341781616211,29,0.019673755392432213,0.36466458439826965,0.018535256385803223
18,three_w,3.5439648628234863,30,0.019694220274686813,0.36400875449180603,0.018535256385803223
18,three_w,3.5490684509277344,31,0.019734105095267296,0.362732857465744,0.018535256385803223
18,three_w,3.5454859733581543,32,0.019706090912222862,0.36362847685813904,0.018535256385803223
19,three_w,3.8230843544006348,0,0.0,0.2942288815975189,0.0
19,three_w,3.7664525508880615,1,0.021431831642985344,0.3083868622779846,0.018535256385803223
19,three_w,3.731032371520996,2,0.02115521766245365,0.31724193692207336,0.018535256385803223
19,three_w,3.7142527103424072,3,0.02102418802678585,0.3214368224143982,0.018535256385803223
19,three_w,3.707946300506592,4,0.020974915474653244,0.32301342487335205,0.018535256385803223
19,three_w,3.7052602767944336,5,0.02095390483736992,0.3236849308013916,0.018535256385803223
19,three_w,3.7005882263183594,6,0.02091744728386402,0.32485294342041016,0.018535256385803223
19,three_w,3.698568820953369,7,0.020901652052998543,0.3253577947616577,0.018535256385803223
19,three_w,3.6913909912109375,8,0.020845623686909676,0.3271522521972656,0.018535256385803223
19,three_w,3.693021297454834,9,0.020858339965343475,0.3267446756362915,0.018535256385803223
19,three_w,3.6927499771118164,10,0.020856203511357307,0.3268125355243683,0.018535256385803223
19,three_w,3.691469669342041,11,0.02084627002477646,0.32713261246681213,0.018535256385803223
19,three_w,3.691206455230713,12,0.02084418386220932,0.3271983563899994,0.018535256385803223
19,three_w,3.6906819343566895,13,0.020840110257267952,0.32732954621315,0.018535256385803223
19,three_w,3.6933319568634033,14,0.02086077257990837,0.32666701078414917,0.018535256385803223
19,three_w,3.6882810592651367,15,0.020821334794163704,0.32792970538139343,0.018535256385803223
19,three_w,3.6894233226776123,16,0.020830225199460983,0.3276441693305969,0.018535256385803223
19,three_w,3.6894092559814453,17,0.020830176770687103,0.32764771580696106,0.018535256385803223
19,three_w,3.690579891204834,18,0.02083931490778923,0.3273549973964691,0.018535256385803223
19,three_w,3.683816432952881,19,0.0207864660769701,0.3290458917617798,0.018535256385803223
19,three_w,3.6863322257995605,20,0.02080613560974598,0.3284169137477875,0.018535256385803223
19,three_w,3.68530535697937,21,0.0207980889827013,0.32867366075515747,0.018535256385803223
19,three_w,3.6857523918151855,22,0.020801566541194916,0.328561931848526,0.018535256385803223
19,three_w,3.6874475479125977,23,0.02081477828323841,0.3281381130218506,0.018535256385803223
19,three_w,3.6873059272766113,24,0.020813684910535812,0.3281734883785248,0.018535256385803223
19,three_w,3.6861166954040527,25,0.020804448053240776,0.3284708559513092,0.018535256385803223
19,three_w,3.686161518096924,26,0.020804746076464653,0.32845965027809143,0.018535256385803223
19,three_w,3.687040328979492,27,0.020811649039387703,0.32823994755744934,0.018535256385803223
19,three_w,3.6846272945404053,28,0.020792825147509575,0.3288431763648987,0.018535256385803223
19,three_w,3.6847071647644043,29,0.02079342119395733,0.32882317900657654,0.018535256385803223
19,three_w,3.6841001510620117,30,0.020788652822375298,0.32897496223449707,0.018535256385803223
19,three_w,3.6829051971435547,31,0.020779363811016083,0.32927367091178894,0.018535256385803223
19,three_w,3.684551477432251,32,0.020792178809642792,0.32886213064193726,0.018535256385803223
20,three_w,3.8398213386535645,0,0.0,0.2900446355342865,0.0
20,three_w,3.9308202266693115,1,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,2,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,3,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,4,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,5,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,6,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,7,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,8,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,9,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,10,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,11,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,12,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,13,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,14,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,15,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,16,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,17,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,18,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,19,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,20,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,21,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,22,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,23,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,24,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,25,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,26,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,27,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,28,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,29,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,30,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,31,0.022715555503964424,0.2672949433326721,0.018535256385803223
20,three_w,3.9308202266693115,32,0.022715555503964424,0.2672949433326721,0.018535256385803223
21,three_w,1.095139741897583,0,0.0,0.9762150645256042,0.0
21,three_w,1.6172239780426025,1,0.007407013326883316,0.8456940054893494,0.018535256385803223
21,three_w,1.648815393447876,2,0.007554533891379833,0.837796151638031,0.018535256385803223
21,three_w,1.8741648197174072,3,0.008606746792793274,0.7814587950706482,0.018535256385803223
21,three_w,2.278904676437378,4,0.010937916114926338,0.6802738308906555,0.018535256385803223
21,three_w,2.5000107288360596,5,0.01232018694281578,0.6249973177909851,0.018535256385803223
21,three_w,2.7162039279937744,6,0.013671712018549442,0.5709490180015564,0.018535256385803223
21,three_w,2.5699989795684814,7,0.012757731601595879,0.6075002551078796,0.018535256385803223
21,three_w,2.514889717102051,8,0.01241317018866539,0.6212775707244873,0.018535256385803223
21,three_w,2.492418050765991,9,0.012272702530026436,0.6268954873085022,0.018535256385803223
21,three_w,2.7104055881500244,10,0.013635503128170967,0.5723986029624939,0.018535256385803223
21,three_w,3.2036194801330566,11,0.01703616976737976,0.44909510016441345,0.018535256385803223
21,three_w,3.5307493209838867,12,0.01959100551903248,0.36731263995170593,0.018535256385803223
21,three_w,3.3942956924438477,13,0.01852533221244812,0.4014260470867157,0.018535256385803223
21,three_w,3.111809730529785,14,0.01631918177008629,0.4720475673675537,0.018535256385803223
21,three_w,2.650672435760498,15,0.013262082822620869,0.5873318910598755,0.018535256385803223
21,three_w,2.3764731884002686,16,0.011547866277396679,0.6558817028999329,0.018535256385803223
21,three_w,2.4871320724487305,17,0.012239621952176094,0.6282169818878174,0.018535256385803223
21,three_w,2.7748594284057617,18,0.01403842680156231,0.5562851428985596,0.018535256385803223
21,three_w,2.9772884845733643,19,0.01530392374843359,0.5056778788566589,0.018535256385803223
21,three_w,3.139948844909668,20,0.016538921743631363,0.4650128185749054,0.018535256385803223
21,three_w,2.7637977600097656,21,0.01396928634494543,0.5590505599975586,0.018535256385803223
21,three_w,2.2878386974334717,22,0.010993745177984238,0.6780403256416321,0.018535256385803223
21,three_w,2.067251205444336,23,0.009614703245460987,0.733187198638916,0.018535256385803223
21,three_w,1.9947514533996582,24,0.00916975736618042,0.7513121366500854,0.018535256385803223
21,three_w,1.9494285583496094,25,0.008958162739872932,0.7626428604125977,0.018535256385803223
21,three_w,1.9936683177947998,26,0.009164741262793541,0.7515829205513,0.018535256385803223
21,three_w,1.885629415512085,27,0.008660241030156612,0.7785926461219788,0.018535256385803223
21,three_w,1.8098220825195312,28,0.008306341245770454,0.7975444793701172,0.018535256385803223
21,three_w,1.7516283988952637,29,0.008034596219658852,0.8120929002761841,0.018535256385803223
21,three_w,1.753528118133545,30,0.008043437264859676,0.8116179704666138,0.018535256385803223
21,three_w,1.7531487941741943,31,0.00804169848561287,0.8117128014564514,0.018535256385803223
21,three_w,1.7462444305419922,32,0.008009413257241249,0.813438892364502,0.018535256385803223
0,tep,2.6628057956695557,0,0.0,0.5842985510826111,0.0
0,tep,3.4002747535705566,1,0.019260264933109283,0.39993128180503845,0.018535256385803223
0,tep,3.625631332397461,2,0.021085495129227638,0.34359219670295715,0.018535256385803223
0,tep,3.6853842735290527,3,0.0215693861246109,0.3286539316177368,0.018535256385803223
0,tep,3.7219338417053223,4,0.021865418180823326,0.31951653957366943,0.018535256385803223
0,tep,3.784433364868164,5,0.02237166464328766,0.3038916289806366,0.018535256385803223
0,tep,3.8244285583496094,6,0.022695615887641907,0.29389289021492004,0.018535256385803223
0,tep,3.6783480644226074,7,0.021512415260076523,0.33041298389434814,0.018535256385803223
0,tep,3.7905123233795166,8,0.02242085710167885,0.30237191915512085,0.018535256385803223
0,tep,3.851858139038086,9,0.02291773073375225,0.28703543543815613,0.018535256385803223
0,tep,3.764493703842163,10,0.022210178896784782,0.30887657403945923,0.018535256385803223
0,tep,3.666274070739746,11,0.02141464687883854,0.3334314823150635,0.018535256385803223
0,tep,3.738218307495117,12,0.02199733629822731,0.3154454529285431,0.018535256385803223
0,tep,3.6058506965637207,13,0.020925192162394524,0.3485373556613922,0.018535256385803223
0,tep,3.830812931060791,14,0.022747281938791275,0.29229679703712463,0.018535256385803223
0,tep,3.776822805404663,15,0.022310007363557816,0.30579429864883423,0.018535256385803223
0,tep,3.7953617572784424,16,0.022460108622908592,0.3011595606803894,0.018535256385803223
0,tep,3.7667384147644043,17,0.022228309884667397,0.30831536650657654,0.018535256385803223
0,tep,3.825624704360962,18,0.02270529977977276,0.2935938239097595,0.018535256385803223
0,tep,3.651327610015869,19,0.021293597295880318,0.3371680974960327,0.018535256385803223
0,tep,3.689035415649414,20,0.021598953753709793,0.32774117588996887,0.018535256385803223
0,tep,3.5286812782287598,21,0.020300213247537613,0.36782971024513245,0.018535256385803223
0,tep,3.6244373321533203,22,0.021075809374451637,0.3438906669616699,0.018535256385803223
0,tep,3.773893117904663,23,0.02228631265461445,0.30652672052383423,0.018535256385803223
0,tep,3.579068183898926,24,0.02070833370089531,0.35523292422294617,0.018535256385803223
0,tep,3.563328266143799,25,0.020580843091011047,0.3591679632663727,0.018535256385803223
0,tep,3.5591344833374023,26,0.020546898245811462,0.3602164089679718,0.018535256385803223
0,tep,3.526029109954834,27,0.02027873322367668,0.3684926927089691,0.018535256385803223
0,tep,3.3762664794921875,28,0.01906576007604599,0.40593335032463074,0.018535256385803223
0,tep,3.403221368789673,29,0.019284062087535858,0.3991946578025818,0.018535256385803223
0,tep,3.4104208946228027,30,0.019342372193932533,0.3973947763442993,0.018535256385803223
0,tep,3.172675132751465,31,0.017416799440979958,0.4568312168121338,0.018535256385803223
0,tep,3.6581850051879883,32,0.02134912647306919,0.33545374870300293,0.018535256385803223
1,tep,3.284329414367676,0,0.0,0.42891761660575867,0.0
1,tep,3.308516502380371,1,0.018517067655920982,0.4228708744049072,0.018535256385803223
1,tep,2.9762167930603027,2,0.015864061191678047,0.5059458017349243,0.018535256385803223
1,tep,3.8062639236450195,3,0.022548450157046318,0.2984340488910675,0.018535256385803223
1,tep,3.594266176223755,4,0.020831391215324402,0.3514334559440613,0.018535256385803223
1,tep,3.762302875518799,5,0.02219240739941597,0.3094242513179779,0.018535256385803223
1,tep,3.7871601581573486,6,0.022393710911273956,0.30320996046066284,0.018535256385803223
1,tep,3.5861997604370117,7,0.020766127854585648,0.35345008969306946,0.018535256385803223
1,tep,3.7750844955444336,8,0.022295892238616943,0.3062288463115692,0.018535256385803223
1,tep,3.780353546142578,9,0.022338543087244034,0.3049115836620331,0.018535256385803223
1,tep,3.540844440460205,10,0.020398752763867378,0.36478888988494873,0.018535256385803223
1,tep,3.7040367126464844,11,0.021720517426729202,0.3239908218383789,0.018535256385803223
1,tep,3.7332682609558105,12,0.021957261487841606,0.31668293476104736,0.018535256385803223
1,tep,3.747314929962158,13,0.022070996463298798,0.31317123770713806,0.018535256385803223
1,tep,3.6279382705688477,14,0.02110414206981659,0.3430154621601105,0.018535256385803223
1,tep,3.5875766277313232,15,0.020777253434062004,0.3531058430671692,0.018535256385803223
1,tep,2.9765219688415527,16,0.015866069123148918,0.5058695077896118,0.018535256385803223
1,tep,3.6440584659576416,17,0.021234668791294098,0.3389853835105896,0.018535256385803223
1,tep,3.77008056640625,18,0.02225540578365326,0.3074798583984375,0.018535256385803223
1,tep,3.7944631576538086,19,0.02245289832353592,0.30138418078422546,0.018535256385803223
1,tep,3.7578883171081543,20,0.02215660735964775,0.3105279505252838,0.018535256385803223
1,tep,3.554403781890869,21,0.020508574321866035,0.3613990247249603,0.018535256385803223
1,tep,3.8375611305236816,22,0.02280193381011486,0.290609747171402,0.018535256385803223
1,tep,3.706326723098755,23,0.021739061921834946,0.3234183192253113,0.018535256385803223
1,tep,3.8186392784118652,24,0.02264869026839733,0.2953401505947113,0.018535256385803223
1,tep,3.6634459495544434,25,0.021391725167632103,0.3341384828090668,0.018535256385803223
1,tep,3.407163619995117,26,0.019315999001264572,0.3982091248035431,0.018535256385803223
1,tep,3.758190155029297,27,0.02215908095240593,0.3104524314403534,0.018535256385803223
1,tep,3.753516435623169,28,0.02212122082710266,0.31162089109420776,0.018535256385803223
1,tep,3.8110175132751465,29,0.02258692868053913,0.297245591878891,0.018535256385803223
1,tep,3.774744987487793,30,0.02229311130940914,0.30631378293037415,0.018535256385803223
1,tep,3.8320839405059814,31,0.022757582366466522,0.29197901487350464,0.018535256385803223
1,tep,3.7991509437561035,32,0.022490808740258217,0.3002122938632965,0.018535256385803223
2,tep,2.211094617843628,0,0.0,0.697226345539093,0.0
2,tep,2.5301218032836914,1,0.012971940450370312,0.6174695491790771,0.018535256385803223
2,tep,2.6429097652435303,2,0.013703186064958572,0.5892725586891174,0.018535256385803223
2,tep,3.2599987983703613,3,0.018124040216207504,0.4350002706050873,0.018535256385803223
2,tep,3.432677745819092,4,0.019522659480571747,0.39183053374290466,0.018535256385803223
2,tep,3.8393871784210205,5,0.022816717624664307,0.2901532053947449,0.018535256385803223
2,tep,3.8044040203094482,6,0.0225333571434021,0.29889899492263794,0.018535256385803223
2,tep,2.431828737258911,7,0.012334650382399559,0.6420428156852722,0.018535256385803223
2,tep,3.8499693870544434,8,0.022902430966496468,0.2875076234340668,0.018535256385803223
2,tep,3.8014936447143555,9,0.02250976487994194,0.29962655901908875,0.018535256385803223
2,tep,3.8068132400512695,10,0.02255287952721119,0.2982966899871826,0.018535256385803223
2,tep,3.82903790473938,11,0.02273290976881981,0.29274052381515503,0.018535256385803223
2,tep,3.8044395446777344,12,0.022533666342496872,0.298890084028244,0.018535256385803223
2,tep,3.7771782875061035,13,0.022312890738248825,0.3057054281234741,0.018535256385803223
2,tep,3.476417064666748,14,0.01987694948911667,0.3808957040309906,0.018535256385803223
2,tep,3.758463144302368,15,0.022161295637488365,0.31038421392440796,0.018535256385803223
2,tep,3.8532862663269043,16,0.022929267957806587,0.2866784334182739,0.018535256385803223
2,tep,3.6836533546447754,17,0.021555375307798386,0.32908663153648376,0.018535256385803223
2,tep,3.492600917816162,18,0.020007994025945663,0.3768497705459595,0.018535256385803223
2,tep,3.691226005554199,19,0.021616673097014427,0.3271934688091278,0.018535256385803223
2,tep,3.8167474269866943,20,0.02263334020972252,0.2958131432533264,0.018535256385803223
2,tep,3.85098934173584,21,0.022910673171281815,0.28725263476371765,0.018535256385803223
2,tep,3.8043549060821533,22,0.02253299579024315,0.29891127347946167,0.018535256385803223
2,tep,3.6763596534729004,23,0.021496344357728958,0.3309100866317749,0.018535256385803223
2,tep,3.800349712371826,24,0.022500544786453247,0.29991260170936584,0.018535256385803223
2,tep,3.606326103210449,25,0.020929107442498207,0.3484184443950653,0.018535256385803223
2,tep,3.805521011352539,26,0.022542422637343407,0.2986197769641876,0.018535256385803223
2,tep,3.830543279647827,27,0.02274511754512787,0.2923641800880432,0.018535256385803223
2,tep,3.6022510528564453,28,0.02089609019458294,0.3494372069835663,0.018535256385803223
2,tep,3.576366901397705,29,0.02068644016981125,0.3559083044528961,0.018535256385803223
2,tep,3.5724453926086426,30,0.02065465785562992,0.35688865184783936,0.018535256385803223
2,tep,3.8282065391540527,31,0.022726111114025116,0.2929483950138092,0.018535256385803223
2,tep,3.85251522064209,32,0.02292303554713726,0.28687116503715515,0.018535256385803223
3,tep,2.273224115371704,0,0.0,0.681693971157074,0.0
3,tep,2.6756486892700195,1,0.0139154102653265,0.5810878276824951,0.018535256385803223
3,tep,2.811868190765381,2,0.014798613265156746,0.5470329523086548,0.018535256385803223
3,tep,2.9011712074279785,3,0.01537754200398922,0.5247071981430054,0.018535256385803223
3,tep,3.5025522708892822,4,0.02008860744535923,0.37436193227767944,0.018535256385803223
3,tep,3.626800775527954,5,0.021094920113682747,0.3432998061180115,0.018535256385803223
3,tep,3.291234254837036,6,0.018377061933279037,0.42719143629074097,0.018535256385803223
3,tep,3.5452075004577637,7,0.020434090867638588,0.36369815468788147,0.018535256385803223
3,tep,3.780226707458496,8,0.022337565198540688,0.3049432933330536,0.018535256385803223
3,tep,3.8154263496398926,9,0.02262267656624317,0.29614338278770447,0.018535256385803223
3,tep,3.827051877975464,10,0.022716838866472244,0.29323703050613403,0.018535256385803223
3,tep,3.7423698902130127,11,0.022030921652913094,0.3144075274467468,0.018535256385803223
3,tep,3.7381675243377686,12,0.02199692465364933,0.31545811891555786,0.018535256385803223
3,tep,3.802811622619629,13,0.022520478814840317,0.2992970645427704,0.018535256385803223
3,tep,3.8233776092529297,14,0.022687064483761787,0.29415562748908997,0.018535256385803223
3,tep,3.7981204986572266,15,0.022482464089989662,0.30046990513801575,0.018535256385803223
3,tep,3.826275587081909,16,0.02271050214767456,0.2934311032295227,0.018535256385803223
3,tep,3.8072948455810547,17,0.022556742653250694,0.29817625880241394,0.018535256385803223
3,tep,3.652204990386963,18,0.021300705149769783,0.33694878220558167,0.018535256385803223
3,tep,3.818169593811035,19,0.022644877433776855,0.2954575717449188,0.018535256385803223
3,tep,3.755580425262451,20,0.0221379604190588,0.3111049234867096,0.018535256385803223
3,tep,3.529005527496338,21,0.020302841439843178,0.36774858832359314,0.018535256385803223
3,tep,3.846780776977539,22,0.022876624017953873,0.2883048355579376,0.018535256385803223
3,tep,3.648298978805542,23,0.02126907929778099,0.3379252552986145,0.018535256385803223
3,tep,3.8537821769714355,24,0.02293328568339348,0.2865544557571411,0.018535256385803223
3,tep,3.84842848777771,25,0.022889913991093636,0.2878928780555725,0.018535256385803223
3,tep,3.807079553604126,26,0.022555094212293625,0.2982301115989685,0.018535256385803223
3,tep,3.8525002002716064,27,0.022922933101654053,0.2868749499320984,0.018535256385803223
3,tep,3.7854785919189453,28,0.02238011360168457,0.30363035202026367,0.018535256385803223
3,tep,3.817145824432373,29,0.02263658493757248,0.29571354389190674,0.018535256385803223
3,tep,3.855834484100342,30,0.02294992469251156,0.28604140877723694,0.018535256385803223
3,tep,3.7134909629821777,31,0.02179706282913685,0.32162725925445557,0.018535256385803223
3,tep,3.814927577972412,32,0.022618606686592102,0.29626813530921936,0.018535256385803223
4,tep,3.8308050632476807,0,0.0,0.29229873418807983,0.0
4,tep,3.6630513668060303,1,0.02138853259384632,0.33423715829849243,0.018535256385803223
4,tep,3.8012619018554688,2,0.022507911548018456,0.2996844947338104,0.018535256385803223
4,tep,3.719595432281494,3,0.02184651419520378,0.32010114192962646,0.018535256385803223
4,tep,3.736579418182373,4,0.021984046325087547,0.3158551752567291,0.018535256385803223
4,tep,3.8285984992980957,5,0.022729355841875076,0.2928503751754761,0.018535256385803223
4,tep,3.7644436359405518,6,0.022209715098142624,0.30888909101486206,0.018535256385803223
4,tep,3.7963881492614746,7,0.022468453273177147,0.30090299248695374,0.018535256385803223
4,tep,3.7679030895233154,8,0.022237736731767654,0.30802422761917114,0.018535256385803223
4,tep,3.811051845550537,9,0.022587237879633904,0.2972370684146881,0.018535256385803223
4,tep,3.805448055267334,10,0.02254185639321804,0.2986379861831665,0.018535256385803223
4,tep,3.6709628105163574,11,0.021452559158205986,0.33225929737091064,0.018535256385803223
4,tep,3.816375970840454,12,0.022630300372838974,0.2959060072898865,0.018535256385803223
4,tep,3.829493999481201,13,0.02273656614124775,0.2926265299320221,0.018535256385803223
4,tep,3.8297958374023438,14,0.022739090025424957,0.2925510108470917,0.018535256385803223
4,tep,3.828770637512207,15,0.022730745375156403,0.29280734062194824,0.018535256385803223
4,tep,3.7622156143188477,16,0.022191686555743217,0.3094460666179657,0.018535256385803223
4,tep,3.8224194049835205,17,0.0226792860776186,0.2943951487541199,0.018535256385803223
4,tep,3.836610794067383,18,0.02279420755803585,0.2908473312854767,0.018535256385803223
4,tep,3.7326440811157227,19,0.02195221371948719,0.31683897972106934,0.018535256385803223
4,tep,3.831249237060547,20,0.022750835865736008,0.2921876609325409,0.018535256385803223
4,tep,3.6581857204437256,21,0.02134912647306919,0.3354535698890686,0.018535256385803223
4,tep,3.8403632640838623,22,0.022824598476290703,0.2899091839790344,0.018535256385803223
4,tep,3.467806816101074,23,0.019807204604148865,0.38304832577705383,0.018535256385803223
4,tep,3.8276593685150146,24,0.022721732035279274,0.29308515787124634,0.018535256385803223
4,tep,3.828031063079834,25,0.02272471971809864,0.2929922044277191,0.018535256385803223
