instance,class,source,observations,mode_interval_seconds,min_interval_seconds,max_interval_seconds,constant_interval,nonpositive_intervals,timestamp_gaps
WELL-00005_20170401110141,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00005_20170401160000,0,WELL,21557,1.0,1.0,1.0,True,0,0
WELL-00005_20170401210156,0,WELL,21455,1.0,1.0,1.0,True,0,0
WELL-00005_20170402020029,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00005_20170402070043,0,WELL,21499,1.0,1.0,1.0,True,0,0
WELL-00005_20170402120029,0,WELL,21426,1.0,1.0,1.0,True,0,0
WELL-00005_20170402170043,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00005_20170402220127,0,WELL,21441,1.0,1.0,1.0,True,0,0
WELL-00005_20170403030000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00005_20170403080000,0,WELL,21528,1.0,1.0,1.0,True,0,0
WELL-00005_20170403130000,0,WELL,21513,1.0,1.0,1.0,True,0,0
WELL-00005_20170403180000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00005_20170403230043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00005_20170516040046,0,WELL,14269,1.0,1.0,1.0,True,0,0
WELL-00005_20170516070038,0,WELL,14363,1.0,1.0,1.0,True,0,0
WELL-00005_20170516100000,0,WELL,14284,1.0,1.0,1.0,True,0,0
WELL-00005_20170516130007,0,WELL,14300,1.0,1.0,1.0,True,0,0
WELL-00005_20170516160000,0,WELL,14330,1.0,1.0,1.0,True,0,0
WELL-00005_20170516190038,0,WELL,14300,1.0,1.0,1.0,True,0,0
WELL-00005_20170516220000,0,WELL,14354,1.0,1.0,1.0,True,0,0
WELL-00005_20170812100000,0,WELL,14133,1.0,1.0,1.0,True,0,0
WELL-00005_20170812130000,0,WELL,14079,1.0,1.0,1.0,True,0,0
WELL-00005_20170812160000,0,WELL,13964,1.0,1.0,1.0,True,0,0
WELL-00005_20170812190000,0,WELL,14133,1.0,1.0,1.0,True,0,0
WELL-00005_20170812220000,0,WELL,14365,1.0,1.0,1.0,True,0,0
WELL-00005_20170813010000,0,WELL,14178,1.0,1.0,1.0,True,0,0
WELL-00005_20170813040000,0,WELL,14124,1.0,1.0,1.0,True,0,0
WELL-00005_20170813070000,0,WELL,14374,1.0,1.0,1.0,True,0,0
WELL-00005_20170813100000,0,WELL,14258,1.0,1.0,1.0,True,0,0
WELL-00005_20170813130000,0,WELL,14347,1.0,1.0,1.0,True,0,0
WELL-00005_20170813160000,0,WELL,14293,1.0,1.0,1.0,True,0,0
WELL-00005_20170813190000,0,WELL,14293,1.0,1.0,1.0,True,0,0
WELL-00005_20170813220000,0,WELL,14356,1.0,1.0,1.0,True,0,0
WELL-00005_20170814010000,0,WELL,14195,1.0,1.0,1.0,True,0,0
WELL-00005_20170814040000,0,WELL,14285,1.0,1.0,1.0,True,0,0
WELL-00005_20170814070000,0,WELL,14320,1.0,1.0,1.0,True,0,0
WELL-00005_20170814100000,0,WELL,13946,1.0,1.0,1.0,True,0,0
WELL-00005_20170814130000,0,WELL,14374,1.0,1.0,1.0,True,0,0
WELL-00005_20170814160000,0,WELL,14062,1.0,1.0,1.0,True,0,0
WELL-00005_20170814190000,0,WELL,14347,1.0,1.0,1.0,True,0,0
WELL-00005_20170814220000,0,WELL,14017,1.0,1.0,1.0,True,0,0
WELL-00005_20170815040000,0,WELL,14266,1.0,1.0,1.0,True,0,0
WELL-00005_20170815070000,0,WELL,14231,1.0,1.0,1.0,True,0,0
WELL-00005_20170815100000,0,WELL,14106,1.0,1.0,1.0,True,0,0
WELL-00005_20170815130000,0,WELL,14267,1.0,1.0,1.0,True,0,0
WELL-00005_20170815160000,0,WELL,14258,1.0,1.0,1.0,True,0,0
WELL-00005_20170815190000,0,WELL,14302,1.0,1.0,1.0,True,0,0
WELL-00005_20170815220000,0,WELL,14276,1.0,1.0,1.0,True,0,0
WELL-00005_20170816010000,0,WELL,14249,1.0,1.0,1.0,True,0,0
WELL-00005_20170816040000,0,WELL,14383,1.0,1.0,1.0,True,0,0
WELL-00005_20170816070000,0,WELL,14311,1.0,1.0,1.0,True,0,0
WELL-00005_20170816100000,0,WELL,14338,1.0,1.0,1.0,True,0,0
WELL-00005_20170816130000,0,WELL,14097,1.0,1.0,1.0,True,0,0
WELL-00005_20170816160000,0,WELL,14204,1.0,1.0,1.0,True,0,0
WELL-00005_20170816190000,0,WELL,14347,1.0,1.0,1.0,True,0,0
WELL-00005_20170816220000,0,WELL,14383,1.0,1.0,1.0,True,0,0
WELL-00005_20170817010000,0,WELL,14347,1.0,1.0,1.0,True,0,0
WELL-00005_20170817040000,0,WELL,14213,1.0,1.0,1.0,True,0,0
WELL-00005_20170817070000,0,WELL,14374,1.0,1.0,1.0,True,0,0
WELL-00005_20170817100000,0,WELL,14276,1.0,1.0,1.0,True,0,0
WELL-00005_20170817130000,0,WELL,14293,1.0,1.0,1.0,True,0,0
WELL-00005_20170817160000,0,WELL,14160,1.0,1.0,1.0,True,0,0
WELL-00005_20170817190000,0,WELL,14249,1.0,1.0,1.0,True,0,0
WELL-00005_20170830050000,0,WELL,14377,1.0,1.0,1.0,True,0,0
WELL-00005_20170830080000,0,WELL,14282,1.0,1.0,1.0,True,0,0
WELL-00005_20170830110000,0,WELL,14274,1.0,1.0,1.0,True,0,0
WELL-00005_20170830140000,0,WELL,14377,1.0,1.0,1.0,True,0,0
WELL-00005_20170830170000,0,WELL,14266,1.0,1.0,1.0,True,0,0
WELL-00005_20170830200000,0,WELL,14306,1.0,1.0,1.0,True,0,0
WELL-00005_20170910020004,0,WELL,10772,1.0,1.0,1.0,True,0,0
WELL-00005_20170910040000,0,WELL,10732,1.0,1.0,1.0,True,0,0
WELL-00005_20170910060000,0,WELL,10742,1.0,1.0,1.0,True,0,0
WELL-00005_20170910080000,0,WELL,10708,1.0,1.0,1.0,True,0,0
WELL-00005_20170910100000,0,WELL,10727,1.0,1.0,1.0,True,0,0
WELL-00005_20170910120000,0,WELL,10668,1.0,1.0,1.0,True,0,0
WELL-00006_20170206210031,0,WELL,21570,1.0,1.0,1.0,True,0,0
WELL-00006_20170207020135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170207070124,0,WELL,21517,1.0,1.0,1.0,True,0,0
WELL-00006_20170207120228,0,WELL,21453,1.0,1.0,1.0,True,0,0
WELL-00006_20170207170042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00006_20170207220207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00006_20170208030124,0,WELL,21517,1.0,1.0,1.0,True,0,0
WELL-00006_20170208080053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170208130146,0,WELL,21495,1.0,1.0,1.0,True,0,0
WELL-00006_20170208180207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00006_20170208230114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00006_20170209040042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00006_20170209090207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00006_20170209140146,0,WELL,21495,1.0,1.0,1.0,True,0,0
WELL-00006_20170209190114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00006_20170210000135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170221230000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170222040000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170222090000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00006_20170222140000,0,WELL,21562,1.0,1.0,1.0,True,0,0
WELL-00006_20170222190000,0,WELL,21562,1.0,1.0,1.0,True,0,0
WELL-00006_20170223000000,0,WELL,21523,1.0,1.0,1.0,True,0,0
WELL-00006_20170223050000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170223100000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170223150000,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00006_20170223200000,0,WELL,21497,1.0,1.0,1.0,True,0,0
WELL-00006_20170224010000,0,WELL,21433,1.0,1.0,1.0,True,0,0
WELL-00006_20170224060000,0,WELL,21471,1.0,1.0,1.0,True,0,0
WELL-00006_20170224110025,0,WELL,21576,1.0,1.0,1.0,True,0,0
WELL-00006_20170224160000,0,WELL,21562,1.0,1.0,1.0,True,0,0
WELL-00006_20170505200021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00006_20170506010103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00006_20170506060114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00006_20170506110042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00006_20170506160053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170506210103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00006_20170507020249,0,WELL,21432,1.0,1.0,1.0,True,0,0
WELL-00006_20170507070124,0,WELL,21517,1.0,1.0,1.0,True,0,0
WELL-00006_20170507120135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170507170103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00006_20170507220053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170508030021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00006_20170508080031,0,WELL,21570,1.0,1.0,1.0,True,0,0
WELL-00006_20170508130053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170508180053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170508230053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170509040031,0,WELL,21570,1.0,1.0,1.0,True,0,0
WELL-00006_20170509090135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170509140042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00006_20170509190135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170815050000,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00006_20170815100000,0,WELL,21510,1.0,1.0,1.0,True,0,0
WELL-00006_20170815150000,0,WELL,21510,1.0,1.0,1.0,True,0,0
WELL-00006_20170815200000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170816010000,0,WELL,21368,1.0,1.0,1.0,True,0,0
WELL-00006_20170816060000,0,WELL,21394,1.0,1.0,1.0,True,0,0
WELL-00006_20170816110000,0,WELL,21239,1.0,1.0,1.0,True,0,0
WELL-00006_20170816160000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170816210000,0,WELL,21265,1.0,1.0,1.0,True,0,0
WELL-00006_20170817020000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170817070000,0,WELL,21226,1.0,1.0,1.0,True,0,0
WELL-00006_20170817120000,0,WELL,21562,1.0,1.0,1.0,True,0,0
WELL-00006_20170817170000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170817220000,0,WELL,21459,1.0,1.0,1.0,True,0,0
WELL-00006_20170818030000,0,WELL,21446,1.0,1.0,1.0,True,0,0
WELL-00006_20170818080000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170818130000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170818180000,0,WELL,21330,1.0,1.0,1.0,True,0,0
WELL-00006_20170818230000,0,WELL,21278,1.0,1.0,1.0,True,0,0
WELL-00006_20170819040000,0,WELL,21330,1.0,1.0,1.0,True,0,0
WELL-00006_20170819090000,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00006_20170819140000,0,WELL,21368,1.0,1.0,1.0,True,0,0
WELL-00006_20170819190000,0,WELL,21471,1.0,1.0,1.0,True,0,0
WELL-00006_20170820000000,0,WELL,21355,1.0,1.0,1.0,True,0,0
WELL-00006_20170820050000,0,WELL,21562,1.0,1.0,1.0,True,0,0
WELL-00006_20170820100000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170820150000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00006_20170820200000,0,WELL,21446,1.0,1.0,1.0,True,0,0
WELL-00006_20170821010000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170821060000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170821110000,0,WELL,21420,1.0,1.0,1.0,True,0,0
WELL-00006_20170821160000,0,WELL,21497,1.0,1.0,1.0,True,0,0
WELL-00006_20170821210000,0,WELL,21433,1.0,1.0,1.0,True,0,0
WELL-00006_20170822020000,0,WELL,21523,1.0,1.0,1.0,True,0,0
WELL-00006_20170822170000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170822220000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00006_20170823030000,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00006_20170823080000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170823130000,0,WELL,21381,1.0,1.0,1.0,True,0,0
WELL-00006_20170823180000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170823230000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00006_20170824040000,0,WELL,21433,1.0,1.0,1.0,True,0,0
WELL-00006_20170824090000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00006_20170824140000,0,WELL,21471,1.0,1.0,1.0,True,0,0
WELL-00006_20170824190135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170825000042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00006_20170825050135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170825100249,0,WELL,21432,1.0,1.0,1.0,True,0,0
WELL-00006_20170825150135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170825200053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00006_20170826010207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00006_20170826060135,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00006_20170826110103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00006_20170826160103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00006_20170826210114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00006_20170827020218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00006_20170827070114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00006_20170827120321,0,WELL,21400,1.0,1.0,1.0,True,0,0
WELL-00006_20170827170146,0,WELL,21495,1.0,1.0,1.0,True,0,0
WELL-00006_20170827220218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00006_20170828030343,0,WELL,21378,1.0,1.0,1.0,True,0,0
WELL-00006_20170828080311,0,WELL,21410,1.0,1.0,1.0,True,0,0
WELL-00006_20170828130031,0,WELL,21570,1.0,1.0,1.0,True,0,0
WELL-00007_20170801170000,0,WELL,10785,1.0,1.0,1.0,True,0,0
WELL-00007_20170801190000,0,WELL,10785,1.0,1.0,1.0,True,0,0
WELL-00008_20170610210246,0,WELL,21209,1.0,1.0,1.0,True,0,0
WELL-00008_20170611020246,0,WELL,21304,1.0,1.0,1.0,True,0,0
WELL-00008_20170611070445,0,WELL,21137,1.0,1.0,1.0,True,0,0
WELL-00008_20170611120123,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170611170123,0,WELL,21375,1.0,1.0,1.0,True,0,0
WELL-00008_20170611220123,0,WELL,21399,1.0,1.0,1.0,True,0,0
WELL-00008_20170612030000,0,WELL,21517,1.0,1.0,1.0,True,0,0
WELL-00008_20170612080246,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170612130047,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00008_20170612180111,0,WELL,21458,1.0,1.0,1.0,True,0,0
WELL-00008_20170612230222,0,WELL,21387,1.0,1.0,1.0,True,0,0
WELL-00008_20170613210222,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170614020135,0,WELL,21422,1.0,1.0,1.0,True,0,0
WELL-00008_20170614070246,0,WELL,21233,1.0,1.0,1.0,True,0,0
WELL-00008_20170614120135,0,WELL,21220,1.0,1.0,1.0,True,0,0
WELL-00008_20170614170123,0,WELL,21399,1.0,1.0,1.0,True,0,0
WELL-00008_20170614220333,0,WELL,21186,1.0,1.0,1.0,True,0,0
WELL-00008_20170615030123,0,WELL,21446,1.0,1.0,1.0,True,0,0
WELL-00008_20170615080234,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170615130310,0,WELL,21197,1.0,1.0,1.0,True,0,0
WELL-00008_20170615180111,0,WELL,21316,1.0,1.0,1.0,True,0,0
WELL-00008_20170629160123,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170629210321,0,WELL,21174,1.0,1.0,1.0,True,0,0
WELL-00008_20170630020222,0,WELL,21268,1.0,1.0,1.0,True,0,0
WELL-00008_20170630070310,0,WELL,21197,1.0,1.0,1.0,True,0,0
WELL-00008_20170630120246,0,WELL,21268,1.0,1.0,1.0,True,0,0
WELL-00008_20170630170321,0,WELL,21126,1.0,1.0,1.0,True,0,0
WELL-00008_20170630220146,0,WELL,21245,1.0,1.0,1.0,True,0,0
WELL-00008_20170701030210,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170701080222,0,WELL,21221,1.0,1.0,1.0,True,0,0
WELL-00008_20170701130135,0,WELL,21399,1.0,1.0,1.0,True,0,0
WELL-00008_20170701180222,0,WELL,21161,1.0,1.0,1.0,True,0,0
WELL-00008_20170701230246,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170702040135,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170702090222,0,WELL,21316,1.0,1.0,1.0,True,0,0
WELL-00008_20170702140532,0,WELL,20960,1.0,1.0,1.0,True,0,0
WELL-00008_20170702190135,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170703000445,0,WELL,21220,1.0,1.0,1.0,True,0,0
WELL-00008_20170703050123,0,WELL,21327,1.0,1.0,1.0,True,0,0
WELL-00008_20170816130222,0,WELL,21233,1.0,1.0,1.0,True,0,0
WELL-00008_20170816180321,0,WELL,21269,1.0,1.0,1.0,True,0,0
WELL-00008_20170816230146,0,WELL,21388,1.0,1.0,1.0,True,0,0
WELL-00008_20170817040135,0,WELL,21304,1.0,1.0,1.0,True,0,0
WELL-00008_20170817090246,0,WELL,21102,1.0,1.0,1.0,True,0,0
WELL-00008_20170817140222,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170817190123,0,WELL,21351,1.0,1.0,1.0,True,0,0
WELL-00008_20170818000222,0,WELL,21328,1.0,1.0,1.0,True,0,0
WELL-00008_20170818050210,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170818100258,0,WELL,21197,1.0,1.0,1.0,True,0,0
WELL-00008_20170818150123,0,WELL,21351,1.0,1.0,1.0,True,0,0
WELL-00008_20170818200310,0,WELL,21315,1.0,1.0,1.0,True,0,0
WELL-00008_20170819010123,0,WELL,21422,1.0,1.0,1.0,True,0,0
WELL-00008_20170819060246,0,WELL,21244,1.0,1.0,1.0,True,0,0
WELL-00008_20170819110210,0,WELL,21292,1.0,1.0,1.0,True,0,0
WELL-00008_20170914010321,0,WELL,21304,1.0,1.0,1.0,True,0,0
WELL-00008_20170914060222,0,WELL,21280,1.0,1.0,1.0,True,0,0
WELL-00008_20170914110246,0,WELL,21233,1.0,1.0,1.0,True,0,0
WELL-00019_20170307235203,0,WELL,143231,1.0,1.0,1.0,True,0,0
DRAWN_00001,1,DRAWN,172800,1.0,1.0,1.0,True,0,0
DRAWN_00002,1,DRAWN,86400,1.0,1.0,1.0,True,0,0
DRAWN_00003,1,DRAWN,21600,1.0,1.0,1.0,True,0,0
DRAWN_00004,1,DRAWN,43200,1.0,1.0,1.0,True,0,0
DRAWN_00005,1,DRAWN,14400,1.0,1.0,1.0,True,0,0
DRAWN_00006,1,DRAWN,86400,1.0,1.0,1.0,True,0,0
DRAWN_00007,1,DRAWN,43200,1.0,1.0,1.0,True,0,0
DRAWN_00008,1,DRAWN,14400,1.0,1.0,1.0,True,0,0
DRAWN_00009,1,DRAWN,21600,1.0,1.0,1.0,True,0,0
DRAWN_00010,1,DRAWN,43200,1.0,1.0,1.0,True,0,0
SIMULATED_00001,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00002,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00003,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00004,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00005,1,SIMULATED,74399,1.0,1.0,1.0,True,0,0
SIMULATED_00006,1,SIMULATED,74400,1.0,1.0,1.0,True,0,0
SIMULATED_00007,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00008,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00009,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00010,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00011,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00012,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00013,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00014,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00015,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00016,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00017,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00018,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00019,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00020,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00021,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00022,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00023,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00024,1,SIMULATED,74400,1.0,1.0,1.0,True,0,0
SIMULATED_00025,1,SIMULATED,74400,1.0,1.0,1.0,True,0,0
SIMULATED_00026,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00027,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00028,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00029,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00030,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00031,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00032,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00033,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00034,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00035,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00036,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00037,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00038,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00039,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00040,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00041,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00042,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00043,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00044,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00045,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00046,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00047,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00048,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00049,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00050,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00051,1,SIMULATED,74399,1.0,1.0,1.0,True,0,0
SIMULATED_00052,1,SIMULATED,74399,1.0,1.0,1.0,True,0,0
SIMULATED_00053,1,SIMULATED,74400,1.0,1.0,1.0,True,0,0
SIMULATED_00054,1,SIMULATED,74400,1.0,1.0,1.0,True,0,0
SIMULATED_00055,1,SIMULATED,74399,1.0,1.0,1.0,True,0,0
SIMULATED_00056,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00057,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00058,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00059,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00060,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00061,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00062,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00063,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00064,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00065,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00066,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00067,1,SIMULATED,88799,1.0,1.0,1.0,True,0,0
SIMULATED_00068,1,SIMULATED,88800,1.0,1.0,1.0,True,0,0
SIMULATED_00069,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00070,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00071,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00072,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00073,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00074,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00075,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00076,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00077,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00078,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00079,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00080,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00081,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00082,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00083,1,SIMULATED,45599,1.0,1.0,1.0,True,0,0
SIMULATED_00084,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00085,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00086,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00087,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00088,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00089,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
SIMULATED_00090,1,SIMULATED,59999,1.0,1.0,1.0,True,0,0
